ID Mahasiswa,Nama,total_login,materi_selesai,skor_kuis_rata2,partisipasi_forum,durasi_total_akses,status_akademik_terakhir,interaksi_mingguan,jumlah_tugas_dikumpulkan,frekuensi_kuis,aktivitas_mobile,dropout
MHS0758,Clara Utami,6,86,75.15,5,89.4,IPK 2.5–3.0,28,12,7,85.8,0
MHS0759,Harjasa Tarihoran,15,90,42.64,3,83.3,IPK < 2.5,36,4,2,14.3,1
MHS0760,Julia Kuswandari,43,49,64.33,3,64.9,IPK 2.5–3.0,36,5,2,18.5,0
MHS0761,Vega Yuliarti,42,54,69.97,1,86.5,IPK 2.5–3.0,34,11,4,23.9,0
MHS0762,Chelsea Gunarto,38,71,70.11,1,79.5,IPK 2.5–3.0,17,1,4,65.2,0
MHS0763,Cakrawala Mardhiyah,42,67,41.15,3,45.8,IPK > 3.0,5,14,6,61.6,0
MHS0764,Farhunnisa Riyanti,38,76,56.11,4,24.1,IPK > 3.0,38,4,5,81.4,0
MHS0765,Balangga Damanik,22,65,71.82,7,53.8,IPK < 2.5,19,6,1,68.6,0
MHS0766,"H. Tedi Lestari, M.Farm",34,49,47.45,5,74.9,IPK > 3.0,18,9,7,50.7,0
MHS0767,Wisnu Permadi,19,49,74.77,3,46.5,IPK 2.5–3.0,33,9,6,89.3,0
MHS0768,Iriana Widodo,31,86,77.3,6,68.3,IPK > 3.0,38,7,1,31.3,0
MHS0769,Jais Dongoran,38,42,89.1,7,14.0,IPK < 2.5,22,11,3,76.7,0
MHS0770,"Puti Novi Wacana, S.E.",42,15,50.49,1,76.1,IPK > 3.0,11,6,2,44.1,0
MHS0771,"Puti Mulyani, S.Gz",37,97,81.26,6,82.2,IPK 2.5–3.0,33,7,5,61.9,1
MHS0772,"Cager Pradana, S.I.Kom",28,28,66.01,1,72.1,IPK 2.5–3.0,35,13,6,68.2,0
MHS0773,"Ir. Yani Wijaya, M.Ak",19,89,58.67,1,96.9,IPK < 2.5,29,11,2,60.7,0
MHS0774,Elvina Fujiati,34,49,46.12,7,83.5,IPK > 3.0,18,8,5,21.2,0
MHS0775,"Prakosa Hassanah, S.Pt",46,68,76.78,1,90.8,IPK > 3.0,12,14,5,45.4,0
MHS0776,Joko Hidayanto,21,68,51.79,8,93.7,IPK > 3.0,31,4,5,54.9,0
MHS0777,Bajragin Pangestu,9,57,58.57,0,81.1,IPK 2.5–3.0,6,12,2,77.9,0
MHS0778,KH. Wardi Jailani,33,50,43.13,8,69.1,IPK < 2.5,21,4,6,45.5,0
MHS0779,Tgk. Nilam Puspita,8,22,80.07,0,5.5,IPK > 3.0,18,10,7,83.5,0
MHS0780,Irma Wibowo,14,54,78.33,9,49.3,IPK 2.5–3.0,29,9,4,45.2,0
MHS0781,R. Nasim Wahyudin,21,98,76.68,9,59.3,IPK 2.5–3.0,34,3,2,53.9,1
MHS0782,Jane Yuniar,14,62,54.97,1,33.9,IPK 2.5–3.0,33,12,5,73.7,0
MHS0783,Ir. Vera Nababan,21,51,48.67,5,35.2,IPK > 3.0,24,8,6,56.6,0
MHS0784,Tira Saptono,24,72,71.88,5,96.3,IPK > 3.0,25,4,7,86.8,1
MHS0785,Qori Hartati,28,36,64.81,0,89.7,IPK > 3.0,26,13,3,62.8,1
MHS0786,Michelle Lestari,9,47,48.91,6,85.7,IPK > 3.0,39,1,1,51.8,1
MHS0787,"Dr. Nyana Megantara, S.Sos",38,69,74.3,7,43.6,IPK > 3.0,20,14,5,11.9,1
MHS0788,Wira Setiawan,10,16,89.56,1,6.3,IPK > 3.0,21,9,3,43.1,0
MHS0789,Galang Najmudin,6,14,77.36,7,12.6,IPK > 3.0,20,7,4,33.9,0
MHS0790,"Mila Widodo, S.T.",17,54,77.0,8,34.7,IPK > 3.0,6,14,7,69.8,0
MHS0791,"Drs. Jasmani Prasetyo, S.H.",47,67,87.52,5,6.5,IPK > 3.0,8,6,7,26.7,0
MHS0792,Rangga Anggraini,47,40,50.15,4,6.6,IPK 2.5–3.0,25,7,5,26.4,0
MHS0793,Icha Setiawan,15,32,68.28,8,92.1,IPK > 3.0,38,11,7,25.2,0
MHS0794,Leo Wijaya,27,51,88.98,8,72.1,IPK < 2.5,34,2,3,20.0,0
MHS0795,Aisyah Rajasa,20,19,48.26,0,34.4,IPK 2.5–3.0,10,14,5,34.9,0
MHS0796,"R.A. Dinda Hariyah, M.Farm",35,41,75.01,2,17.6,IPK > 3.0,21,14,2,80.9,0
MHS0797,"Novi Handayani, S.H.",15,62,69.29,8,53.6,IPK < 2.5,29,3,6,72.0,0
MHS0798,"Ir. Hardi Simbolon, M.Kom.",20,39,69.32,1,5.5,IPK > 3.0,9,4,3,68.8,0
MHS0799,Viman Safitri,12,48,74.88,3,94.1,IPK < 2.5,9,5,6,73.8,1
MHS0800,Salsabila Mandala,8,40,86.48,3,44.4,IPK < 2.5,24,0,2,31.6,0
MHS0801,Nurul Nashiruddin,44,91,79.13,1,43.2,IPK < 2.5,20,3,2,81.0,0
MHS0802,Ibrani Maheswara,8,11,42.81,2,42.1,IPK < 2.5,13,10,6,21.0,0
MHS0803,Tgk. Uli Wulandari,29,87,82.64,2,11.6,IPK 2.5–3.0,9,11,3,36.9,0
MHS0804,R. Asirwanda Mustofa,7,86,51.28,0,65.6,IPK 2.5–3.0,6,9,6,56.9,1
MHS0805,"Amelia Sitorus, S.Pd",36,21,58.85,5,74.6,IPK < 2.5,13,12,6,18.2,0
MHS0806,Panca Melani,7,48,63.09,7,69.2,IPK > 3.0,26,4,1,68.4,1
MHS0807,Ratna Haryanto,31,75,64.05,2,18.2,IPK < 2.5,26,6,3,41.0,0
MHS0808,"Drs. Ajiman Marbun, M.Farm",33,22,61.76,4,60.0,IPK 2.5–3.0,26,12,1,72.8,0
MHS0809,R. Ozy Setiawan,36,55,86.87,0,59.1,IPK > 3.0,38,4,5,49.4,0
MHS0810,Teddy Wibisono,23,36,75.3,9,87.5,IPK 2.5–3.0,33,12,7,24.5,1
MHS0811,"Cemeti Najmudin, S.Pt",25,26,71.56,6,41.0,IPK 2.5–3.0,37,12,6,68.8,0
MHS0812,Drs. Kenzie Andriani,9,69,42.49,9,40.3,IPK > 3.0,22,0,5,30.2,0
